U249	14.215556	0.844802
U248	12.866030	1.630351
U247	15.251375	2.278062
U246	15.399990	2.368877
U245	10.201947	1.438170
U244	10.479263	4.935792
U243	11.371733	1.487148
U242	13.972863	8.096103
U241	8.909571	4.068525
U240	3.915352	2.369603
U239	4.424993	5.945399
U238	4.985409	5.721993
U237	8.345615	11.314295
U236	7.802896	14.293638
U235	4.816025	12.524755
U234	4.454942	12.644053
U233	3.773159	12.786165
U232	5.251947	13.416283
U231	4.753202	14.750522
U230	5.562217	10.930171
U229	10.753087	14.308047
U228	10.787802	14.670323
U227	9.208469	12.725893
U226	6.717189	11.452539
U225	6.836692	12.179846
U224	8.066086	12.546230
U223	9.971816	14.327438
U222	4.263520	9.641627
U221	5.013563	9.109359
U220	2.803736	9.126019
U219	1.174690	7.162300
U218	2.503302	5.413842
U217	1.704452	5.943102
U216	1.383307	7.344986
U215	7.241730	13.672196
U214	6.993267	14.958896
U213	6.559370	14.389189
U212	2.996141	12.210818
U211	10.442403	14.664511
U210	3.118606	11.159476
U209	0.984261	9.225903
U208	8.342202	4.654279
U207	6.397252	3.344989
U206	1.744915	8.547888
U205	9.603896	15.038992
U204	8.117992	2.359887
U203	12.558785	9.040165
U202	7.256355	2.129503
U201	7.369468	3.190022
U200	8.689080	1.299018
U199	4.966243	11.772222
U198	6.252573	12.735027
U197	12.142711	5.506108
U196	13.220767	4.085110
U195	14.914159	5.838261
U194	2.666860	7.563871
U193	0.006492	11.226826
U192	0.298843	11.801291
U191	0.838882	12.442958
U190	0.444223	8.584237
U189	13.037526	0.000000
U188	2.867924	10.796119
U187	2.669916	14.648025
U186	14.840585	10.801648
U185	0.470671	14.714622
U184	1.944705	13.592810
U183	1.769659	14.348205
U182	1.469967	14.631935
U181	12.240858	5.420631
U180	1.795415	9.919760
U179	3.373451	2.117519
U178	4.928739	14.601699
U177	8.831221	13.229532
U176	3.139816	14.697007
U175	9.490997	10.482064
U174	5.850960	6.754280
U173	13.204835	4.475742
U172	12.783077	2.538433
U171	3.131293	8.799124
U170	6.702599	8.530801
U169	0.692153	5.943981
U168	5.019447	2.474318
U167	10.675933	11.552053
U166	13.095731	11.679380
U165	10.730288	10.300301
U164	14.222918	10.526196
U163	11.947732	9.857064
U162	3.036534	9.036486
U161	6.958002	9.149325
U160	12.264092	14.073558
U159	13.354556	9.244810
U158	11.381075	7.363261
U157	7.042678	1.478216
U156	9.345134	2.649090
U155	10.725579	6.648460
U154	5.044132	9.565053
U153	11.096863	4.653285
U152	13.344537	7.225993
U151	1.369070	11.195843
U150	1.272241	4.620370
U149	0.611748	3.657238
U148	12.795527	15.259888
U147	2.793854	1.069913
U146	2.810596	0.549636
U145	1.422688	0.344884
U144	1.285534	2.441765
U143	8.147070	7.996535
U142	3.917051	4.602271
U141	2.761043	5.174919
U140	4.725416	7.688075
U139	3.455657	6.458997
U138	4.056720	4.315060
U137	3.414031	0.649281
U136	9.207852	1.492373
U135	7.052270	3.581676
U134	10.212382	9.609111
U133	10.538387	0.704780
U132	10.517283	9.760244
U131	6.482691	0.355574
U130	0.985783	1.497409
U129	6.919834	1.191475
U128	15.399990	6.961862
U127	11.860782	6.686367
U126	12.812741	10.547431
U125	12.622017	10.453134
U124	14.517068	12.658089
U123	14.000091	4.866934
U122	5.686651	5.541285
U121	8.532254	10.379022
U120	12.417335	11.167084
U119	3.586644	1.886121
U118	7.013926	10.504863
U117	5.387200	8.155958
U116	11.124325	9.862006
U115	9.045471	9.147528
U114	9.174682	8.984689
U113	15.399990	14.801119
U112	14.668369	5.125542
U111	12.465051	2.943554
U110	0.270029	4.042945
U109	8.300638	4.870255
U108	9.466453	5.874759
U107	6.049554	4.334871
U106	11.851704	13.259033
U105	12.641189	13.560733
U104	1.343840	2.673362
U103	0.843767	1.066113
U102	14.223190	11.051001
U101	8.471753	0.231123
U100	6.812045	6.092949
U99	10.269453	5.810616
U98	10.018345	6.681247
U97	13.451235	14.532028
U96	14.705762	13.027865
U95	7.748059	7.339214
U94	4.516522	0.947276
U93	12.596226	3.588334
U92	13.195660	7.249697
U91	14.663288	5.404178
U90	14.116041	12.821088
U89	6.537082	5.902261
U88	11.012764	3.321875
U87	10.394788	3.132065
U86	14.123712	0.506565
U85	11.947906	1.488324
U84	6.934790	9.285215
U83	10.507022	7.282218
U82	2.749179	4.114959
net33023	7.386755	7.251425
