U638	12.055000	0.700000
U637	8.825000	2.100000
U636	6.450000	4.900000
U635	8.920000	6.300000
U634	10.345000	2.100000
U633	17.090000	6.300000
U632	20.320000	4.900000
U631	19.845000	7.700000
U630	15.570000	4.900000
U629	19.085000	7.700000
U628	13.955000	6.300000
U627	11.865000	10.500000
U626	12.530000	10.500000
U625	11.105000	4.900000
U624	12.625000	9.100000
U623	13.765000	2.100000
U622	13.195000	4.900000
U621	13.480000	9.100000
U620	17.850000	4.900000
U619	17.755000	3.500000
U618	21.270000	4.900000
U617	18.420000	2.100000
U616	11.770000	3.500000
U615	14.905000	6.300000
U614	11.105000	3.500000
U613	6.640000	11.900000
U612	5.975000	16.100000
U611	7.590000	20.300000
U610	11.865000	4.900000
U609	17.945000	9.100000
U608	20.035000	13.300000
U607	13.765000	16.100000
U606	14.335000	7.700000
U605	7.020000	7.700000
U604	7.875000	7.700000
U603	4.835000	4.900000
U602	19.655000	2.100000
U601	14.810000	3.500000
U600	16.235000	2.100000
U599	5.120000	3.500000
U598	7.495000	18.900000
U597	18.895000	10.500000
U596	18.420000	11.900000
U595	16.045000	3.500000
U594	21.270000	7.700000
U593	13.290000	6.300000
U592	12.055000	7.700000
U591	16.710000	14.700000
U590	16.140000	10.500000
U589	5.975000	0.700000
U588	4.835000	2.100000
U587	6.165000	2.100000
U586	0.655000	4.900000
U585	12.530000	2.100000
U584	9.110000	4.900000
U583	14.050000	9.100000
U582	9.775000	10.500000
U581	5.500000	14.700000
U580	9.015000	3.500000
U579	14.715000	13.300000
U578	11.105000	17.500000
U577	14.050000	18.900000
U576	15.380000	10.500000
U575	17.375000	7.700000
U574	15.570000	6.300000
U573	17.945000	14.700000
U572	18.325000	16.100000
U571	6.830000	14.700000
U570	13.100000	2.100000
U569	8.255000	2.100000
U568	1.035000	3.500000
U567	1.225000	2.100000
U566	2.175000	10.500000
U565	3.505000	2.100000
U564	4.550000	0.700000
U563	8.635000	9.100000
U562	10.725000	6.300000
U561	2.555000	10.500000
U560	3.030000	3.500000
U559	17.660000	17.500000
U558	13.385000	16.100000
U557	17.660000	11.900000
U556	19.845000	9.100000
U555	20.795000	4.900000
U554	21.460000	3.500000
U553	17.565000	16.100000
U552	16.520000	18.900000
U551	15.000000	20.300000
U550	19.655000	16.100000
U549	12.530000	3.500000
U548	15.665000	0.700000
U547	11.390000	0.700000
U546	13.385000	11.900000
U545	16.235000	21.700000
U544	15.570000	20.300000
U543	17.280000	21.700000
U542	9.585000	20.300000
U541	12.435000	17.500000
U540	15.000000	16.100000
U539	5.785000	17.500000
U538	10.155000	21.700000
U537	9.490000	21.700000
U536	11.105000	21.700000
U535	13.195000	18.900000
U534	18.135000	13.300000
U533	16.425000	20.300000
U532	11.010000	18.900000
U531	17.280000	18.900000
U530	6.640000	13.300000
U529	15.950000	11.900000
U528	20.320000	9.100000
U527	8.825000	21.700000
U526	10.060000	6.300000
U525	1.700000	20.300000
U524	5.975000	20.300000
U523	6.925000	20.300000
U522	10.440000	16.100000
U521	11.580000	16.100000
U520	6.165000	13.300000
U519	1.510000	14.700000
U518	3.980000	13.300000
U517	4.645000	13.300000
U516	6.830000	9.100000
U515	1.795000	6.300000
U514	2.555000	6.300000
U513	18.705000	0.700000
U512	11.675000	18.900000
U511	15.475000	18.900000
U510	10.345000	13.300000
U509	7.305000	4.900000
U508	17.945000	7.700000
U507	11.865000	9.100000
U506	5.595000	21.700000
U505	15.000000	2.100000
U504	15.665000	2.100000
U503	7.495000	6.300000
U502	4.930000	10.500000
U501	1.605000	18.900000
U500	0.845000	16.100000
U499	7.305000	13.300000
U498	4.075000	4.900000
U497	5.595000	4.900000
U496	6.165000	3.500000
U495	4.645000	3.500000
U494	3.790000	10.500000
U493	1.795000	4.900000
U492	13.955000	3.500000
U491	2.935000	2.100000
U490	5.785000	7.700000
U489	2.365000	14.700000
U488	4.645000	21.700000
U487	8.065000	11.900000
U486	17.375000	14.700000
U485	19.940000	14.700000
U484	9.680000	2.100000
U483	6.450000	17.500000
U482	18.135000	10.500000
U481	7.495000	9.100000
U480	11.960000	11.900000
U479	12.625000	4.900000
U478	10.630000	20.300000
U477	7.495000	21.700000
U476	8.730000	18.900000
U475	12.625000	6.300000
U474	18.515000	9.100000
U473	21.745000	7.700000
U472	1.700000	2.100000
U471	14.430000	2.100000
U470	20.415000	2.100000
U469	11.390000	7.700000
U468	19.655000	10.500000
U467	13.290000	21.700000
U466	21.460000	10.500000
U465	19.465000	20.300000
U464	12.910000	16.100000
U463	13.765000	21.700000
U462	14.715000	18.900000
U461	8.540000	14.700000
U460	8.065000	18.900000
U459	19.085000	21.700000
U458	18.515000	21.700000
U457	14.715000	21.700000
U456	14.525000	14.700000
U455	9.395000	17.500000
U454	21.555000	13.300000
U453	8.255000	6.300000
U452	20.225000	6.300000
U451	19.560000	21.700000
U450	17.850000	21.700000
U449	11.295000	20.300000
U448	2.270000	2.100000
U447	3.600000	16.100000
U446	4.265000	16.100000
U445	15.475000	3.500000
U444	20.320000	10.500000
U443	16.520000	9.100000
U442	21.270000	14.700000
U441	17.755000	6.300000
U440	18.515000	4.900000
U439	16.805000	2.100000
U438	9.205000	0.700000
U437	19.180000	9.100000
U436	7.780000	2.100000
U435	3.030000	17.500000
U434	6.355000	7.700000
U433	14.145000	16.100000
U432	6.260000	9.100000
U431	11.105000	14.700000
U430	5.500000	2.100000
U429	17.185000	20.300000
U428	9.585000	6.300000
U427	0.370000	20.300000
U426	16.805000	16.100000
U425	4.455000	18.900000
U424	16.235000	4.900000
U423	15.285000	13.300000
U422	8.730000	16.100000
U421	8.730000	17.500000
U420	16.805000	11.900000
U419	13.670000	7.700000
U418	9.585000	11.900000
U417	20.130000	16.100000
U416	18.515000	14.700000
U415	19.465000	13.300000
U414	5.785000	11.900000
U413	9.965000	0.700000
U412	0.465000	16.100000
U411	2.555000	17.500000
U410	18.515000	7.700000
U409	8.920000	11.900000
U408	13.860000	4.900000
U407	13.575000	10.500000
U406	17.945000	0.700000
U405	8.540000	4.900000
U404	14.715000	4.900000
U403	1.035000	20.300000
U402	2.365000	9.100000
U401	3.505000	9.100000
U400	5.120000	16.100000
U399	19.465000	4.900000
U398	16.995000	4.900000
U397	11.010000	11.900000
U396	16.330000	7.700000
U395	16.045000	16.100000
U394	10.155000	11.900000
U393	20.795000	10.500000
U392	19.275000	14.700000
U391	7.400000	10.500000
U390	3.600000	17.500000
U389	2.840000	4.900000
U388	18.800000	17.500000
U387	14.905000	17.500000
U386	10.155000	4.900000
U385	9.965000	17.500000
U384	20.985000	3.500000
U383	5.025000	9.100000
U382	7.210000	0.700000
U381	10.820000	0.700000
U380	5.025000	18.900000
U379	6.165000	14.700000
U378	16.805000	3.500000
U377	2.175000	21.700000
U376	20.320000	17.500000
U375	21.460000	16.100000
